SURVEY_INFO,esdate,towncode,ward,respid,BACKGROUND,gender,age,hhsize,educ,religion,leavemonr2w,leavemonr2wwhere,returnmonr2w,returnmonr2wwhere,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,ehotline,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,notreatmentj26,under5,childsick,childsickcare,childsicknocareebola,childsickcarewhereelse,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,egroupa,egroupct,emtgs,emtgswho,corganizedae,csafeburial,bucket,handsanitizer,shakehands,secretburials,hidecases,breakcurfew,havefun,ECONOMIC_FOOD_IMPACTS,nocashjuly,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation,losejob,workless,famlosejob,famworkless,nofoodjuly,nofoodworry7d,skipmeals,limitmealsize,borrowfood,badfood,childmeals,childmealsnormal,bedhungry2w,CONCLUSION,willshare,angry,distractions
,"1/7/2015 9:45:20",2012,"Z1100-Paynesville",2012151,,"1-Male",56,16,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain",21,"1-Yes","N","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",2100,"1-LD",3000,"1-LD","4-Skilled manual","Y","Y","N","Y","3-Many times","Y",6,6,0,6,1,1,0,,"Y","N","0-None"
,"1/7/2015 9:37:45",2012,"Z1100-Paynesville",2012111,,"2-Female",43,4,"2-Completed ABC","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes;12-Bleeding;18-Cough",21,"1-Yes","Y","Y","N","Y",,"3-Many times",0,"","","","","Y","N","Y","",,"0-No","0-No",0,"","97-Do not know","97-Do not know","1-Yes","0-No","1-Yes","97-Do not know","97-Do not know",0,0,,"3-Many times",150,"1-LD",500,"1-LD","5-Unskilled manual","Y","Y","Y","Y","3-Many times","Y",0,5,0,3,99,99,99,,"Y","Y","2-Child present;4-Friend present"
,"1/7/2015 11:41:37",2012,"Z1100-Paynesville",2012213,,"2-Female",47,3,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","2-Fever;3-Diarrhea;4-Headache;7-Weakness;9-Rash;10-Red eyes;12-Bleeding",7,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",3,"1-Community leaders;4-NGOs","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",2500,"1-LD",9000,"1-LD","3-Sales and services","N","Y","N","Y","1-Just once or twice","N",0,1,0,1,2,3,0,,"Y","N","0-None"
,"1/7/2015 9:30:21",2012,"Z1100-Paynesville",2012161,,"1-Male",45,9,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",7,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",5,2,,"2-Several times",2300,"1-LD",3500,"1-LD","3-Sales and services","Y","N","N","N","3-Many times","Y",1,4,0,4,1,2,0,,"Y","N","0-None"
,"1/7/2015 10:21:03",2012,"Z1100-Paynesville",2012162,,"2-Female",25,3,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea",21,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,12,,"2-Several times",600,"1-LD",1000,"1-LD","3-Sales and services","N","N","N","N","2-Several times","Y",0,1,0,2,99,99,99,,"Y","N","0-None"
,"1/7/2015 11:55:40",2012,"Z1100-Paynesville",2012153,,"2-Female",80,8,"0-None","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes",21,"1-Yes","Y","Y","Y","N",,"3-Many times",0,"","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"",,"",,"","","","","","","","",,,,,,,,,"Y","N","0-None"
,"1/7/2015 12:05:27",2012,"Z1100-Paynesville",2012114,,"1-Male",39,6,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding;18-Cough",7,"0-No","N","Y","N","N",,"3-Many times",2,"Y","N","Y","","Y","N","Y","",,"0-No","0-No",2,"1-Community leaders;2-Religious leaders;3-Community members","1-Agree","1-Agree","0-No","0-No","1-Yes","97-Do not know","97-Do not know",0,0,,"3-Many times",350,"1-LD",1000,"1-LD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",5,3,2,3,1,1,5,,"Y","N","2-Child present;3-Spouse present;4-Friend present"
,"1/7/2015 13:04:21",2012,"Z1100-Paynesville",2012115,,"2-Female",25,12,"6-Completed high school","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;10-Red eyes;18-Cough",21,"0-No","N","Y","Y","N",,"3-Many times",4,"Y","N","Y","","Y","N","Y","",,"1-Yes","0-No",0,"","1-Agree","97-Do not know","0-No","0-No","0-No","97-Do not know","0-No",0,2,,"3-Many times",300,"1-LD",1500,"1-LD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",4,2,35,3,1,1,4,,"Y","N","2-Child present;4-Friend present"
,"1/7/2015 12:56:29",2012,"Z1100-Paynesville",2012214,,"1-Male",48,5,"6-Completed high school","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes;12-Bleeding",21,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",3,"1-Community leaders;4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",400,"1-LD",2000,"1-LD","5-Unskilled manual","N","Y","Y","Y","3-Many times","Y",0,6,2,3,1,2,0,,"Y","N","0-None"
,"1/7/2015 11:53:06",2012,"Z1100-Paynesville",2012222,,"1-Male",24,12,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;4-Headache;7-Weakness;12-Bleeding",21,"1-Yes","N","Y","N","N",,"0-Never",4,"N","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,1,,"3-Many times",5000,"1-LD",8000,"1-LD","3-Sales and services","N","Y","Y","Y","0-Never","N",0,0,0,1,2,3,0,,"Y","N","0-None"
,"1/7/2015 9:46:46",2012,"Z1100-Paynesville",2012211,,"1-Male",44,7,"7-Some university","1-Christian","0-No","","0-No","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;9-Rash;10-Red eyes;12-Bleeding",14,"1-Yes","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","1-Yes",0,0,,"3-Many times",500,"1-LD",7000,"1-LD","3-Sales and services","N","Y","Y","Y","3-Many times","Y",0,4,0,3,1,2,0,,"Y","N","0-None"
,"1/7/2015 13:26:36",2012,"Z1100-Paynesville",2012166,,"2-Female",33,7,"2-Completed ABC","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;9-Rash;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",1200,"1-LD",2000,"1-LD","3-Sales and services","N","N","N","N","1-Just once or twice","Y",0,2,0,2,1,2,0,,"Y","N","0-None"
,"1/7/2015 12:42:50",2012,"Z1100-Paynesville",2012165,,"1-Male",23,6,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes",21,"0-No","Y","Y","Y","N",,"0-Never",0,"","","","","Y","Y","","1-Clinic",,"1-Yes","0-No",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",2,1,,"0-Never",0,"1-LD",1900,"1-LD","3-Sales and services","N","N","N","N","0-Never","N",0,0,0,0,2,2,0,,"Y","N","0-None"
,"1/7/2015 10:55:21",2012,"Z1100-Paynesville",2012221,,"1-Male",39,9,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;7-Weakness;10-Red eyes",3,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","Y","Y","","88-Other",,"0-No","0-No",0,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",6000,"1-LD",7000,"1-LD","3-Sales and services","Y","Y","Y","Y","0-Never","N",0,0,0,0,2,3,0,,"Y","N","0-None"
,"1/9/2015 11:05:48",2013,"Z1100-Paynesville",2013112,,"2-Female",22,8,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;12-Bleeding;18-Cough",21,"1-Yes","N","Y","Y","N",,"3-Many times",3,"Y","N","Y","","Y","N","Y","",,"1-Yes","1-Yes",0,"","1-Agree","97-Do not know","0-No","0-No","0-No","97-Do not know","97-Do not know",0,4,,"3-Many times",400,"1-LD",1500,"1-LD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",3,4,5,3,1,1,3,,"Y","N","2-Child present"
,"1/9/2015 11:18:02",2013,"Z1100-Paynesville",2013133,,"2-Female",51,7,"0-None","1-Christian","","","","",,"97-Dont know","97-Does not know",3,"0-No","Y","Y","Y","Y",,"2-Several times",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","0-Disagree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",200,"1-LD",500,"1-LD","88-Other","N","N","N","N","3-Many times","Y",3,3,2,2,1,2,0,,"Y","N","0-None"
,"1/8/2015 15:58:09",2013,"Z1100-Paynesville",2013192,,"1-Male",34,5,"5-Some high school","1-Christian","1-Yes","12-Nimba","1-Yes","15-Sinoe",,"1-Preparing or eating bush mea;4-Man woman business;7-Mother breastfeeding her chi","1-Vomiting;4-Headache;7-Weakness;9-Rash",21,"1-Yes","N","Y","Y","N",,"0-Never",1,"Y","N","Y","","N","","","",,"0-No","0-No",0,"","0-Disagree","0-Disagree","1-Yes","1-Yes","1-Yes","0-No","0-No",0,0,,"2-Several times",0,"1-LD",500,"1-LD","4-Skilled manual","Y","Y","N","N","2-Several times","Y",2,0,0,6,1,2,0,,"Y","N","0-None"
,"1/9/2015 9:53:41",2013,"Z1100-Paynesville",2013111,,"2-Female",19,6,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;18-Cough",21,"1-Yes","Y","Y","N","N",,"3-Many times",2,"Y","N","Y","","Y","N","Y","",,"1-Yes","1-Yes",1,"1-Community leaders;4-NGOs","1-Agree","1-Agree","0-No","0-No","1-Yes","0-No","0-No",0,6,,"3-Many times",0,"1-LD",500,"1-LD","6-Domestic services","Y","Y","Y","Y","3-Many times","Y",5,2,3,3,1,1,4,,"Y","N","2-Child present;3-Spouse present;4-Friend present"
,"1/9/2015 11:17:48",2013,"Z1100-Paynesville",2013195,,"2-Female",33,5,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business","1-Vomiting;4-Headache;7-Weakness;9-Rash",21,"0-No","N","Y","N","N",,"0-Never",1,"Y","N","N","","N","","","",,"0-No","0-No",0,"","0-Disagree","0-Disagree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",400,"1-LD",7000,"1-LD","3-Sales and services","Y","Y","Y","Y","0-Never","Y",0,0,3,3,2,2,0,,"Y","N","2-Child present"
,"1/8/2015 17:07:56",2013,"Z1100-Paynesville",2013153,,"2-Female",36,10,"0-None","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups",7,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",3500,"1-LD",5,"2-USD","3-Sales and services","Y","Y","N","Y","3-Many times","Y",7,7,2,5,3,3,0,,"Y","N","0-None"
,"1/9/2015 10:07:11",2013,"Z1100-Paynesville",2013132,,"2-Female",48,7,"1-Some ABC","2-Muslim","","","","",,"88-Other","1-Vomiting;9-Rash;10-Red eyes;88-Other",21,"1-Yes","Y","Y","Y","Y",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","1-Yes","0-No","0-No",0,2,,"2-Several times",150,"1-LD",350,"1-LD","88-Other","N","N","N","N","0-Never","N",0,2,0,2,2,2,0,,"Y","N","0-None"
,"1/8/2015 16:54:40",2013,"Z1100-Paynesville",2013193,,"1-Male",50,5,"5-Some high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;5-Joint and muscle pain",21,"1-Yes","Y","N","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","0-Disagree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"2-Several times",400,"1-LD",6000,"1-LD","4-Skilled manual","N","N","N","Y","0-Never","Y",4,4,0,0,2,3,0,,"Y","N","2-Child present"
,"1/8/2015 16:10:08",2013,"Z1100-Paynesville",2013152,,"1-Male",27,9,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups",21,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",35,"2-USD",70,"2-USD","3-Sales and services","N","Y","N","Y","3-Many times","Y",4,3,2,6,1,3,0,,"Y","N","0-None"
,"1/9/2015 10:30:12",2013,"Z1100-Paynesville",2013154,,"1-Male",60,9,"6-Completed high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups",21,"1-Yes","N","Y","Y","N",,"0-Never",4,"N","","","","Y","N","Y","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,,,"3-Many times",6300,"1-LD",3500,"1-LD","1-Professional","Y","Y","N","Y","3-Many times","Y",6,6,2,6,2,2,0,,"Y","N","0-None"
,"1/8/2015 16:47:21",2013,"Z1100-Paynesville",2013131,,"1-Male",45,5,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;4-Headache;7-Weakness;10-Red eyes;12-Bleeding",21,"1-Yes","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",500,"1-LD",1500,"1-LD","4-Skilled manual","Y","Y","N","N","0-Never","N",0,0,0,0,1,2,0,,"Y","N","88-Other"
,"1/8/2015 15:21:34",2013,"Z1100-Paynesville",2013191,,"2-Female",18,9,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;3-Diarrhea;4-Headache;5-Joint and muscle pain;7-Weakness;10-Red eyes;13-Fatigue;16-Weight loss",21,"1-Yes","N","Y","Y","N",,"0-Never",2,"Y","N","N","","N","","","",,"1-Yes","1-Yes",1,"4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",2,2,,"0-Never",0,"1-LD",0,"1-LD","0-None","N","N","N","N","0-Never","Y",0,0,0,0,2,2,0,,"Y","N","4-Friend present"
,"1/9/2015 10:23:56",2013,"Z1100-Paynesville",2013194,,"2-Female",24,7,"6-Completed high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;4-Man woman business","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"0-No","N","Y","Y","N",,"0-Never",2,"Y","Y","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","1-Yes","0-No","0-No",0,0,,"3-Many times",300,"1-LD",2000,"1-LD","3-Sales and services","Y","Y","Y","Y","0-Never","Y",0,0,0,0,1,2,0,,"Y","Y","2-Child present"
,"1/8/2015 15:20:20",2013,"Z1100-Paynesville",2013151,,"1-Male",26,12,"5-Some high school","1-Christian","1-Yes","15-Sinoe","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding;13-Fatigue",21,"1-Yes","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",2100,"1-LD",5500,"1-LD","3-Sales and services","N","Y","N","Y","3-Many times","Y",7,7,0,7,1,2,0,,"Y","Y","0-None"
,"1/4/2015 10:26:38",2014,"Z1100-Paynesville",2014183,,"1-Male",24,8,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;88-Other","1-Vomiting;2-Fever;10-Red eyes",3,"1-Yes","N","Y","N","N",,"0-Never",5,"N","","","","N","","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"1-LD",2400,"1-LD","88-Other","N","N","Y","N","2-Several times","Y",0,4,2,2,1,2,99,,"Y","N","0-None"
,"1/4/2015 8:55:57",2014,"Z1100-Paynesville",2014181,,"1-Male",43,9,"7-Some university","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;2-Fever;4-Headache",21,"1-Yes","N","Y","N","Y",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"1-LD",1700,"1-LD","1-Professional","Y","Y","Y","Y","0-Never","Y",0,2,2,2,1,2,99,,"Y","Y","88-Other"
,"1/4/2015 8:55:07",2014,"Z1100-Paynesville",2014101,,"1-Male",27,9,"6-Completed high school","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;6-Contact with infected surfac;88-Other","2-Fever;3-Diarrhea;5-Joint and muscle pain;8-Stomach pain;9-Rash;10-Red eyes;12-Bleeding",3,"1-Yes","N","Y","N","N",,"1-Just once or twice",2,"Y","Y","","","N","","","",,"0-No","0-No",1,"1-Community leaders;3-Community members","1-Agree","1-Agree","1-Yes","0-No","0-No","1-Yes","0-No",2,0,,"3-Many times",0,"88-N/A",4000,"1-LD","3-Sales and services","N","Y","N","Y","2-Several times","Y",0,3,0,4,1,2,0,,"Y","N","0-None"
,"1/4/2015 11:42:10",2014,"Z1100-Paynesville",2014184,,"1-Male",24,9,"5-Some high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies","1-Vomiting;3-Diarrhea;10-Red eyes",3,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",500,"1-LD",1200,"1-LD","3-Sales and services","Y","Y","N","N","2-Several times","Y",0,5,0,3,1,2,99,,"Y","N","0-None"
,"1/4/2015 9:38:44",2014,"Z1100-Paynesville",2014172,,"1-Male",33,9,"4-Completed junior high","1-Christian","","","","",,"","",,"","","","","",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders;88-Other","1-Agree","1-Agree","0-No","0-No","1-Yes","97-Do not know","0-No",3,5,,"3-Many times",2000,"1-LD",12000,"1-LD","1-Professional","Y","Y","Y","Y","3-Many times","Y",2,3,1,5,1,3,1,,"Y","N","0-None;88-Other"
,"1/4/2015 10:08:07",2014,"Z1100-Paynesville",2014173,,"1-Male",52,9,"88-Other","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes",21,"0-No","Y","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders;88-Other","0-Disagree","1-Agree","1-Yes","0-No","0-No","97-Do not know","0-No",0,2,,"3-Many times",3000,"1-LD",12000,"1-LD","4-Skilled manual","Y","Y","Y","Y","0-Never","Y",2,3,1,6,1,3,2,,"Y","N","0-None;88-Other"
,"1/4/2015 11:22:37",2014,"Z1100-Paynesville",2014202,,"2-Female",29,4,"3-Some junior high","1-Christian","","","","",,"5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea",21,"0-No","Y","Y","Y","N",,"1-Just once or twice",2,"N","","","","N","","","",,"0-No","0-No",0,"","97-Do not know","97-Do not know","0-No","0-No","0-No","0-No","0-No",0,0,,"2-Several times",0,"1-LD",100,"2-USD","3-Sales and services","Y","Y","N","N","2-Several times","N",0,7,0,2,1,2,0,,"Y","N","0-None"
,"1/4/2015 11:04:08",2014,"Z1100-Paynesville",2014124,,"1-Male",36,13,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes;88-Other",21,"0-No","N","Y","N","N",,"0-Never",6,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",50,"2-USD","4-Skilled manual","Y","Y","Y","Y","0-Never","N",0,0,0,0,2,2,0,,"","",""
,"1/4/2015 11:29:37",2014,"Z1100-Paynesville",2014175,,"1-Male",47,15,"6-Completed high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",7,"0-No","Y","Y","Y","Y",,"0-Never",3,"N","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders;88-Other","1-Agree","1-Agree","0-No","0-No","0-No","97-Do not know","97-Do not know",0,2,,"3-Many times",200,"1-LD",1200,"1-LD","0-None","Y","Y","N","N","2-Several times","Y",4,2,2,5,1,3,2,,"","",""
,"12/28/2014 15:02:46",2014,"Z1100-Paynesville",2024185,,"2-Female",48,8,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;10-Red eyes",4,"1-Yes","N","Y","","N",,"2-Several times",1,"N","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"2-Several times",0,"88-N/A",2000,"1-LD","3-Sales and services","Y","Y","Y","Y","2-Several times","Y",2,1,1,2,2,3,99,,"Y","N","0-None"
